timestamp_s,can_id_hex,dlc,data_hex,is_extended,is_remote
23.231647,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
23.232229,18FEF100,8,FB 00 00 FA AA 00 1F FF,1,0
23.241090,1CEBFF29,8,02 25 60 22 47 E0 2E 23,1,0
23.242110,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.243105,18F00029,8,20 7D 7D F3 00 7D FE 5E,1,0
23.252164,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.253124,1CFEC300,8,FF FB FF FF FF FF FF FF,1,0
23.262112,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.272167,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.273109,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
23.277985,18DA0BF9,8,02 10 03 E9 70 6E 88 F5,1,0
23.278643,18DAF90B,8,06 50 03 00 32 01 F4 FF,1,0
23.279307,0C00000B,8,30 FF FF FA FF FF FF 52,1,0
23.279855,18DA0BF9,8,03 22 F1 01 EE AE B2 4F,1,0
23.280436,18F0090B,8,FF FF FF FF FF FF FF FF,1,0
23.281261,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
23.282112,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.283245,18F0010B,8,CF FE CF FF FF 04 FF 3F,1,0
23.284785,18DAF90B,8,10 CB 62 F1 01 58 30 30,1,0
23.285361,18FE4F0B,8,C1 00 FF FF FF FF FF FF,1,0
23.285921,18DA0BF9,8,30 20 00 F1 01 58 30 30,1,0
23.286505,18FEF40B,8,00 FF FF FF FF FF FF DF,1,0
23.287061,18DAF90B,8,21 30 30 31 03 04 0F 17,1,0
23.287865,18DAF90B,8,22 18 4B 0D 31 38 39 34,1,0
23.288626,18DAF90B,8,23 30 36 36 83 25 42 FF,1,0
23.289418,18DAF90B,8,24 FF FF FF FF FF FF FF,1,0
23.290122,18DAF90B,8,25 FF 30 47 30 36 33 38,1,0
23.290863,18DAF90B,8,26 33 33 58 4C 52 54 45,1,0
23.291631,18DAF90B,8,27 48 34 33 30 30 47 30,1,0
23.292203,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.292748,18DAF90B,8,28 36 33 38 33 33 31 39,1,0
23.293408,18DAF90B,8,29 38 30 37 30 31 31 39,1,0
23.294112,18DAF90B,8,2A 31 38 35 32 37 31 38,1,0
23.294860,18DAF90B,8,2B 39 34 34 38 31 31 38,1,0
23.295441,18FDC40B,8,DF FB FF FF FF FF FF FF,1,0
23.295984,18DAF90B,8,2C 38 32 39 31 32 31 38,1,0
23.296613,18DAF90B,8,2D 38 32 39 34 34 31 39,1,0
23.297365,18DAF90B,8,2E 31 35 36 33 39 31 39,1,0
23.298110,18DAF90B,8,2F 31 38 35 36 36 31 39,1,0
23.298866,18DAF90B,8,20 31 38 35 35 37 31 39,1,0
23.299614,18DAF90B,8,21 31 38 35 37 31 31 38,1,0
23.300363,18DAF90B,8,22 38 33 32 32 31 31 39,1,0
23.301209,18DAF90B,8,23 39 38 30 37 36 31 30,1,0
23.301867,18DAF90B,8,24 32 35 31 30 33 34 31,1,0
23.302431,1CEBFF29,8,03 A0 41 E4 05 1D FF FF,1,0
23.302976,18DAF90B,8,25 30 33 35 31 30 33 36,1,0
23.303548,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.304087,18DAF90B,8,26 31 30 33 37 31 30 37,1,0
23.304870,18DAF90B,8,27 37 31 30 37 38 31 32,1,0
23.305444,0C00290B,8,30 FF FF 7D FF FF FF 55,1,0
23.305981,18DAF90B,8,28 37 36 31 32 37 37 31,1,0
23.306613,18DAF90B,8,29 33 37 36 31 33 37 37,1,0
23.307365,18DAF90B,8,2A 31 38 39 34 35 35 31,1,0
23.308149,18DAF90B,8,2B FF FF FF FF FF FF FF,1,0
23.308908,18DAF90B,8,2C FF FF FF FF FF FF FF,1,0
23.309654,18DAF90B,8,2D FF FF FF FF FF FF FF,1,0
23.310354,18DA0BF9,8,03 22 F1 92 EE AE B2 4F,1,0
23.312162,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
23.312699,18DAF90B,8,10 08 62 F1 92 44 61 35,1,0
23.313283,18FEDF00,8,84 FF FF FF 7D FF FE 00,1,0
23.313828,18DA0BF9,8,30 20 00 F1 92 44 61 35,1,0
23.314431,18DAF90B,8,21 20 30 FF FF FF FF FF,1,0
23.315119,18DA0BF9,8,03 22 F1 95 EE AE B2 4F,1,0
23.317589,18DAF90B,8,10 22 62 F1 95 6D 64 30,1,0
