timestamp_s,can_id_hex,dlc,data_hex,is_extended,is_remote
0.006586,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.007560,18F00029,8,20 7D 7D F3 00 7D FE 5E,1,0
0.016625,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.017585,1CFEC300,8,FF FB FF FF FF FF FF FF,1,0
0.026571,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.027573,18FEDF00,8,84 FF FF FF 7D FF FE 00,1,0
0.036622,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.037565,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
0.046149,0C00000B,8,30 FF FF FA FF FF FF 63,1,0
0.046719,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.047298,18F0090B,8,FF FF FF FF FF FF FF FF,1,0
0.048163,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
0.050151,18F0010B,8,CF FE CF FF FF 04 FF 3F,1,0
0.052168,18FE4F0B,8,C1 00 FF FF FF FF FF FF,1,0
0.056620,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.062165,18FDC40B,8,DF FB FF FF FF FF FF FF,1,0
0.066569,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.076621,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.086569,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.087564,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
0.096621,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.097564,18FEF100,8,FB 00 00 FA AA 00 1F FF,1,0
0.098197,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
0.106568,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.107557,18F00029,8,20 7D 7D F3 00 7D FE 5E,1,0
0.116622,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.117585,1CFEC300,8,FF FB FF FF FF FF FF FF,1,0
0.126570,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.136626,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.137569,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
0.146146,0C00000B,8,30 FF FF FA FF FF FF 14,1,0
0.146718,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.147298,18F0090B,8,FF FF FF FF FF FF FF FF,1,0
0.148161,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
0.150146,18F0010B,8,CF FE CF FF FF 04 FF 3F,1,0
0.152139,1CECFF0B,8,20 0E 00 02 FF CA FE 00,1,0
0.152715,18FE4F0B,8,C1 00 FF FF FF FF FF FF,1,0
0.156624,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.162163,18FDC40B,8,DF FB FF FF FF FF FF FF,1,0
0.166568,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.172156,0C00290B,8,30 FF FF 7D FF FF FF 22,1,0
0.176620,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.186568,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.187568,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
0.196621,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.197564,18FEF100,8,FB 00 00 FA AA 00 1F FF,1,0
0.198196,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
0.202117,1CEBFF0B,8,01 D0 FF 07 06 04 0E 2A,1,0
0.206569,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.207556,18F00029,8,20 7D 7D F3 00 7D FE 5E,1,0
0.216619,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.217581,1CFEC300,8,FF FB FF FF FF FF FF FF,1,0
0.226573,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.236621,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.237568,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
0.246146,0C00000B,8,30 FF FF FA FF FF FF 25,1,0
0.246718,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.247297,18F0090B,8,FF FF FF FF FF FF FF FF,1,0
0.248162,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
0.250146,18F0010B,8,CF FE CF FF FF 04 FF 3F,1,0
0.252123,1CEBFF0B,8,02 04 08 0C 22 04 04 0C,1,0
0.252699,18FE4F0B,8,C1 00 FF FF FF FF FF FF,1,0
0.256619,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.262164,18FDC40B,8,DF FB FF FF FF FF FF FF,1,0
0.266568,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.276626,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.277572,18FEDF00,8,84 FF FF FF 7D FF FE 00,1,0
0.286569,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.287568,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
0.296620,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.297563,18FEF100,8,FB 00 00 FA AA 00 1F FF,1,0
0.298196,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
0.306571,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.307552,18F00029,8,20 7D 7D F3 00 7D FE 5E,1,0
0.316621,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.317581,1CFEC300,8,FF FB FF FF FF FF FF FF,1,0
0.326570,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.336621,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.337564,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
0.346142,0C00000B,8,30 FF FF FA FF FF FF 36,1,0
0.346714,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.347294,18F0090B,8,FF FF FF FF FF FF FF FF,1,0
0.348158,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
0.350146,18F0010B,8,CF FE CF FF FF 04 FF 3F,1,0
0.352164,18FE4F0B,8,C1 00 FF FF FF FF FF FF,1,0
0.356619,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.362164,18FDC40B,8,DF FB FF FF FF FF FF FF,1,0
0.366572,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.372160,0C00290B,8,30 FF FF 7D FF FF FF 33,1,0
0.376620,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.386568,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.387571,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
0.396621,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.397563,18FEF100,8,FB 00 00 FA AA 00 1F FF,1,0
0.398191,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
0.406567,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.407553,18F00029,8,20 7D 7D F3 00 7D FE 5E,1,0
0.416623,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.417580,1CFEC300,8,FF FB FF FF FF FF FF FF,1,0
0.426569,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.436629,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.437565,0CF00300,8,FA FE 00 FF FF 0C 00 FF,1,0
0.446143,0C00000B,8,30 FF FF FA FF FF FF 47,1,0
0.446714,0CF00400,8,00 7D 7D 00 00 00 F7 7D,1,0
0.447294,18F0090B,8,FF FF FF FF FF FF FF FF,1,0
0.448158,18FEBF0B,8,FF FF FF FF FF FF FF FF,1,0
